location,region,scenario,year,anomaly_c,temp_c
London,Europe,ssp370,2090,1.059,13.546
Lagos,Africa,ssp370,2090,3.711,31.18
Delhi,South Asia,ssp370,2090,3.116,31.518
Tokyo,East Asia,ssp370,2090,3.253,20.813
Sydney,Oceania,ssp370,2090,4.125,21.349
Longyearbyen,Arctic,ssp370,2090,6.003,-4.402
Manaus,South America,ssp370,2090,4.081,31.507
San Diego,North America,ssp370,2091,2.974,20.902
New York,North America,ssp370,2091,5.719,17.756
London,Europe,ssp370,2091,1.36,13.846
Lagos,Africa,ssp370,2091,3.338,30.808
Delhi,South Asia,ssp370,2091,2.669,31.072
Tokyo,East Asia,ssp370,2091,3.418,20.978
Sydney,Oceania,ssp370,2091,3.519,20.743
Longyearbyen,Arctic,ssp370,2091,6.737,-3.668
Manaus,South America,ssp370,2091,3.493,30.919
San Diego,North America,ssp370,2092,3.726,21.654
New York,North America,ssp370,2092,4.581,16.619
London,Europe,ssp370,2092,1.183,13.669
Lagos,Africa,ssp370,2092,3.549,31.018
Delhi,South Asia,ssp370,2092,3.315,31.717
Tokyo,East Asia,ssp370,2092,3.372,20.932
Sydney,Oceania,ssp370,2092,4.132,21.356
Longyearbyen,Arctic,ssp370,2092,7.342,-3.063
Manaus,South America,ssp370,2092,4.016,31.442
San Diego,North America,ssp370,2093,2.775,20.704
New York,North America,ssp370,2093,4.379,16.417
London,Europe,ssp370,2093,1.619,14.106
Lagos,Africa,ssp370,2093,4.027,31.496
Delhi,South Asia,ssp370,2093,3.956,32.359
Tokyo,East Asia,ssp370,2093,4.126,21.686
Sydney,Oceania,ssp370,2093,4.265,21.489
Longyearbyen,Arctic,ssp370,2093,5.765,-4.641
Manaus,South America,ssp370,2093,4.788,32.214
San Diego,North America,ssp370,2094,2.693,20.621
New York,North America,ssp370,2094,5.424,17.462
London,Europe,ssp370,2094,1.488,13.974
Lagos,Africa,ssp370,2094,3.686,31.155
Delhi,South Asia,ssp370,2094,3.221,31.623
Tokyo,East Asia,ssp370,2094,3.875,21.435
Sydney,Oceania,ssp370,2094,3.957,21.181
Longyearbyen,Arctic,ssp370,2094,5.197,-5.208
Manaus,South America,ssp370,2094,4.459,31.885
San Diego,North America,ssp370,2095,3.747,21.675
New York,North America,ssp370,2095,4.021,16.058
London,Europe,ssp370,2095,1.038,13.525
Lagos,Africa,ssp370,2095,3.108,30.577
Delhi,South Asia,ssp370,2095,3.389,31.792
Tokyo,East Asia,ssp370,2095,3.31,20.87
Sydney,Oceania,ssp370,2095,3.536,20.76
Longyearbyen,Arctic,ssp370,2095,6.685,-3.72
Manaus,South America,ssp370,2095,3.659,31.085
San Diego,North America,ssp370,2096,2.89,20.819
New York,North America,ssp370,2096,5.634,17.672
London,Europe,ssp370,2096,1.275,13.762
Lagos,Africa,ssp370,2096,4.078,31.547
Delhi,South Asia,ssp370,2096,4.359,32.762
Tokyo,East Asia,ssp370,2096,3.741,21.301
Sydney,Oceania,ssp370,2096,4.39,21.613
Longyearbyen,Arctic,ssp370,2096,7.417,-2.988
Manaus,South America,ssp370,2096,4.895,32.321
San Diego,North America,ssp370,2097,3.18,21.108
New York,North America,ssp370,2097,5.298,17.335
London,Europe,ssp370,2097,2.258,14.745
Lagos,Africa,ssp370,2097,4.293,31.762
Delhi,South Asia,ssp370,2097,4.283,32.685
Tokyo,East Asia,ssp370,2097,3.787,21.348
Sydney,Oceania,ssp370,2097,5.397,22.62
Longyearbyen,Arctic,ssp370,2097,7.054,-3.351
Manaus,South America,ssp370,2097,4.611,32.037
San Diego,North America,ssp370,2098,2.913,20.841
New York,North America,ssp370,2098,5.845,17.883
London,Europe,ssp370,2098,2.37,14.857
Lagos,Africa,ssp370,2098,4.004,31.473
Delhi,South Asia,ssp370,2098,3.973,32.376
Tokyo,East Asia,ssp370,2098,3.787,21.347
Sydney,Oceania,ssp370,2098,4.669,21.893
Longyearbyen,Arctic,ssp370,2098,7.463,-2.942
Manaus,South America,ssp370,2098,4.849,32.275
San Diego,North America,ssp370,2099,2.2,20.128
New York,North America,ssp370,2099,6.722,18.76
London,Europe,ssp370,2099,3.313,15.8
Lagos,Africa,ssp370,2099,3.914,31.383
Delhi,South Asia,ssp370,2099,3.441,31.843
Tokyo,East Asia,ssp370,2099,4.074,21.634
Sydney,Oceania,ssp370,2099,4.071,21.295
Longyearbyen,Arctic,ssp370,2099,6.534,-3.871
Manaus,South America,ssp370,2099,4.491,31.917
San Diego,North America,ssp370,2100,2.707,20.635
New York,North America,ssp370,2100,5.297,17.335
London,Europe,ssp370,2100,2.171,14.657
Lagos,Africa,ssp370,2100,4.086,31.556
Delhi,South Asia,ssp370,2100,4.967,33.369
Tokyo,East Asia,ssp370,2100,3.779,21.339
Sydney,Oceania,ssp370,2100,4.979,22.202
Longyearbyen,Arctic,ssp370,2100,5.983,-4.422
Manaus,South America,ssp370,2100,4.201,31.627
San Diego,North America,ssp585,2015,-0.039,17.889
New York,North America,ssp585,2015,0.456,12.493
London,Europe,ssp585,2015,0.168,12.654
Lagos,Africa,ssp585,2015,0.63,28.099
Delhi,South Asia,ssp585,2015,0.33,28.732
Tokyo,East Asia,ssp585,2015,0.67,18.23
Sydney,Oceania,ssp585,2015,0.529,17.753
Longyearbyen,Arctic,ssp585,2015,-0.091,-10.496
Manaus,South America,ssp585,2015,0.515,27.941
San Diego,North America,ssp585,2016,0.684,18.612
New York,North America,ssp585,2016,0.069,12.106
London,Europe,ssp585,2016,-0.203,12.284
Lagos,Africa,ssp585,2016,0.291,27.76
Delhi,South Asia,ssp585,2016,0.154,28.556
Tokyo,East Asia,ssp585,2016,0.83,18.39
Sydney,Oceania,ssp585,2016,0.205,17.429
Longyearbyen,Arctic,ssp585,2016,2.66,-7.745
Manaus,South America,ssp585,2016,0.279,27.705
San Diego,North America,ssp585,2017,0.174,18.102
New York,North America,ssp585,2017,0.751,12.789
London,Europe,ssp585,2017,0.062,12.548
Lagos,Africa,ssp585,2017,0.673,28.142
Delhi,South Asia,ssp585,2017,0.776,29.179
Tokyo,East Asia,ssp585,2017,1.069,18.629
Sydney,Oceania,ssp585,2017,1.0,18.224
Longyearbyen,Arctic,ssp585,2017,-0.35,-10.755
Manaus,South America,ssp585,2017,1.023,28.449
San Diego,North America,ssp585,2018,0.305,18.233
New York,North America,ssp585,2018,0.455,12.493
London,Europe,ssp585,2018,-0.056,12.431
Lagos,Africa,ssp585,2018,0.254,27.724
Delhi,South Asia,ssp585,2018,-0.042,28.36
Tokyo,East Asia,ssp585,2018,0.998,18.558
Sydney,Oceania,ssp585,2018,0.43,17.654
Longyearbyen,Arctic,ssp585,2018,2.062,-8.343
Manaus,South America,ssp585,2018,0.009,27.435
San Diego,North America,ssp585,2019,1.066,18.994
New York,North America,ssp585,2019,2.494,14.532
London,Europe,ssp585,2019,0.221,12.708
Lagos,Africa,ssp585,2019,0.536,28.006
Delhi,South Asia,ssp585,2019,0.906,29.308
Tokyo,East Asia,ssp585,2019,1.697,19.258
Sydney,Oceania,ssp585,2019,0.517,17.741
Longyearbyen,Arctic,ssp585,2019,2.75,-7.655
Manaus,South America,ssp585,2019,0.49,27.916
San Diego,North America,ssp585,2020,0.493,18.422
New York,North America,ssp585,2020,0.83,12.867
London,Europe,ssp585,2020,0.926,13.413
Lagos,Africa,ssp585,2020,0.655,28.125
Delhi,South Asia,ssp585,2020,0.783,29.186
Tokyo,East Asia,ssp585,2020,1.195,18.755
Sydney,Oceania,ssp585,2020,0.49,17.713
Longyearbyen,Arctic,ssp585,2020,1.073,-9.332
Manaus,South America,ssp585,2020,0.679,28.105
San Diego,North America,ssp585,2021,0.719,18.647
New York,North America,ssp585,2021,1.186,13.223
London,Europe,ssp585,2021,0.256,12.743
Lagos,Africa,ssp585,2021,0.832,28.301
Delhi,South Asia,ssp585,2021,0.807,29.21
Tokyo,East Asia,ssp585,2021,1.095,18.655
Sydney,Oceania,ssp585,2021,0.738,17.962
Longyearbyen,Arctic,ssp585,2021,1.677,-8.728
Manaus,South America,ssp585,2021,1.01,28.436
San Diego,North America,ssp585,2022,0.688,18.616
New York,North America,ssp585,2022,1.924,13.961
London,Europe,ssp585,2022,0.599,13.086
Lagos,Africa,ssp585,2022,1.196,28.665
Delhi,South Asia,ssp585,2022,1.002,29.405
Tokyo,East Asia,ssp585,2022,0.809,18.369
Sydney,Oceania,ssp585,2022,1.65,18.874
Longyearbyen,Arctic,ssp585,2022,-0.452,-10.857
Manaus,South America,ssp585,2022,1.379,28.805
San Diego,North America,ssp585,2023,-0.073,17.855
New York,North America,ssp585,2023,1.283,13.321
London,Europe,ssp585,2023,0.752,13.238
Lagos,Africa,ssp585,2023,0.79,28.259
Delhi,South Asia,ssp585,2023,1.02,29.423
Tokyo,East Asia,ssp585,2023,1.429,18.989
Sydney,Oceania,ssp585,2023,0.792,18.016
Longyearbyen,Arctic,ssp585,2023,0.493,-9.912
Manaus,South America,ssp585,2023,0.526,27.952
San Diego,North America,ssp585,2024,0.588,18.517
New York,North America,ssp585,2024,0.655,12.692
London,Europe,ssp585,2024,0.709,13.196
Lagos,Africa,ssp585,2024,1.036,28.505
Delhi,South Asia,ssp585,2024,0.801,29.204
Tokyo,East Asia,ssp585,2024,0.945,18.505
Sydney,Oceania,ssp585,2024,0.841,18.065
Longyearbyen,Arctic,ssp585,2024,3.661,-6.744
Manaus,South America,ssp585,2024,0.846,28.272
San Diego,North America,ssp585,2025,0.177,18.106
New York,North America,ssp585,2025,1.001,13.039
London,Europe,ssp585,2025,1.348,13.835
Lagos,Africa,ssp585,2025,1.316,28.785
Delhi,South Asia,ssp585,2025,1.335,29.738
Tokyo,East Asia,ssp585,2025,1.431,18.991
Sydney,Oceania,ssp585,2025,1.181,18.405
Longyearbyen,Arctic,ssp585,2025,2.353,-8.052
Manaus,South America,ssp585,2025,1.301,28.727
San Diego,North America,ssp585,2026,0.751,18.68
New York,North America,ssp585,2026,1.941,13.978
London,Europe,ssp585,2026,1.841,14.328
Lagos,Africa,ssp585,2026,0.599,28.069
Delhi,South Asia,ssp585,2026,0.75,29.152
Tokyo,East Asia,ssp585,2026,1.208,18.769
Sydney,Oceania,ssp585,2026,0.499,17.723
Longyearbyen,Arctic,ssp585,2026,3.297,-7.108
Manaus,South America,ssp585,2026,0.62,28.046
San Diego,North America,ssp585,2027,0.605,18.534
New York,North America,ssp585,2027,2.187,14.224
London,Europe,ssp585,2027,1.247,13.734
Lagos,Africa,ssp585,2027,0.941,28.411
Delhi,South Asia,ssp585,2027,1.563,29.966
Tokyo,East Asia,ssp585,2027,0.672,18.232
Sydney,Oceania,ssp585,2027,1.243,18.467
Longyearbyen,Arctic,ssp585,2027,4.423,-5.982
Manaus,South America,ssp585,2027,1.287,28.713
San Diego,North America,ssp585,2028,0.412,18.34
New York,North America,ssp585,2028,2.427,14.464
London,Europe,ssp585,2028,1.373,13.86
Lagos,Africa,ssp585,2028,0.519,27.989
Delhi,South Asia,ssp585,2028,0.108,28.51
Tokyo,East Asia,ssp585,2028,1.247,18.807
Sydney,Oceania,ssp585,2028,0.711,17.934
Longyearbyen,Arctic,ssp585,2028,5.474,-4.932
Manaus,South America,ssp585,2028,0.701,28.127
San Diego,North America,ssp585,2029,0.477,18.405
New York,North America,ssp585,2029,1.974,14.012
London,Europe,ssp585,2029,-0.539,11.947
Lagos,Africa,ssp585,2029,1.008,28.477
Delhi,South Asia,ssp585,2029,0.496,28.898
Tokyo,East Asia,ssp585,2029,0.891,18.452
Sydney,Oceania,ssp585,2029,0.384,17.607
Longyearbyen,Arctic,ssp585,2029,6.341,-4.064
Manaus,South America,ssp585,2029,1.276,28.702
San Diego,North America,ssp585,2030,0.785,18.713
New York,North America,ssp585,2030,2.833,14.87
London,Europe,ssp585,2030,0.72,13.207
Lagos,Africa,ssp585,2030,1.633,29.103
Delhi,South Asia,ssp585,2030,1.106,29.509
Tokyo,East Asia,ssp585,2030,1.614,19.174
Sydney,Oceania,ssp585,2030,1.441,18.665
Longyearbyen,Arctic,ssp585,2030,5.103,-5.303
Manaus,South America,ssp585,2030,1.846,29.272
San Diego,North America,ssp585,2031,-0.026,17.903
New York,North America,ssp585,2031,2.002,14.04
London,Europe,ssp585,2031,1.129,13.615
Lagos,Africa,ssp585,2031,1.655,29.125
Delhi,South Asia,ssp585,2031,1.18,29.582
Tokyo,East Asia,ssp585,2031,1.422,18.982
Sydney,Oceania,ssp585,2031,1.62,18.843
Longyearbyen,Arctic,ssp585,2031,3.247,-7.158
Manaus,South America,ssp585,2031,1.888,29.314
San Diego,North America,ssp585,2032,1.691,19.619
New York,North America,ssp585,2032,1.752,13.79
London,Europe,ssp585,2032,2.476,14.963
Lagos,Africa,ssp585,2032,0.725,28.194
Delhi,South Asia,ssp585,2032,0.964,29.367
Tokyo,East Asia,ssp585,2032,1.347,18.907
Sydney,Oceania,ssp585,2032,0.434,17.657
Longyearbyen,Arctic,ssp585,2032,2.246,-8.159
Manaus,South America,ssp585,2032,0.538,27.964
San Diego,North America,ssp585,2033,0.503,18.431
New York,North America,ssp585,2033,2.672,14.71
London,Europe,ssp585,2033,1.736,14.222
Lagos,Africa,ssp585,2033,1.1,28.57
Delhi,South Asia,ssp585,2033,1.222,29.625
Tokyo,East Asia,ssp585,2033,1.836,19.396
Sydney,Oceania,ssp585,2033,0.927,18.151
Longyearbyen,Arctic,ssp585,2033,3.547,-6.858
Manaus,South America,ssp585,2033,1.363,28.789
San Diego,North America,ssp585,2034,1.168,19.097
New York,North America,ssp585,2034,2.759,14.796
London,Europe,ssp585,2034,1.71,14.197
Lagos,Africa,ssp585,2034,1.656,29.125
Delhi,South Asia,ssp585,2034,0.975,29.378
Tokyo,East Asia,ssp585,2034,1.948,19.508
Sydney,Oceania,ssp585,2034,1.397,18.62
Longyearbyen,Arctic,ssp585,2034,3.724,-6.682
Manaus,South America,ssp585,2034,2.015,29.441
San Diego,North America,ssp585,2035,0.603,18.531
New York,North America,ssp585,2035,3.206,15.244
London,Europe,ssp585,2035,1.111,13.598
Lagos,Africa,ssp585,2035,1.072,28.541
Delhi,South Asia,ssp585,2035,1.136,29.539
Tokyo,East Asia,ssp585,2035,1.377,18.937
Sydney,Oceania,ssp585,2035,0.831,18.054
Longyearbyen,Arctic,ssp585,2035,3.539,-6.866
Manaus,South America,ssp585,2035,1.161,28.587
San Diego,North America,ssp585,2036,0.524,18.452
New York,North America,ssp585,2036,2.028,14.066
London,Europe,ssp585,2036,0.846,13.333
Lagos,Africa,ssp585,2036,1.363,28.832
Delhi,South Asia,ssp585,2036,1.49,29.892
Tokyo,East Asia,ssp585,2036,2.284,19.844
Sydney,Oceania,ssp585,2036,1.555,18.779
Longyearbyen,Arctic,ssp585,2036,3.19,-7.215
Manaus,South America,ssp585,2036,1.501,28.927
San Diego,North America,ssp585,2037,0.889,18.817
New York,North America,ssp585,2037,3.068,15.106
London,Europe,ssp585,2037,0.856,13.343
Lagos,Africa,ssp585,2037,1.528,28.997
Delhi,South Asia,ssp585,2037,1.481,29.883
Tokyo,East Asia,ssp585,2037,2.235,19.796
Sydney,Oceania,ssp585,2037,1.496,18.719
Longyearbyen,Arctic,ssp585,2037,3.199,-7.206
Manaus,South America,ssp585,2037,2.003,29.429
San Diego,North America,ssp585,2038,0.917,18.845
New York,North America,ssp585,2038,1.96,13.997
London,Europe,ssp585,2038,1.003,13.49
Lagos,Africa,ssp585,2038,1.506,28.975
Delhi,South Asia,ssp585,2038,1.58,29.983
Tokyo,East Asia,ssp585,2038,1.94,19.5
Sydney,Oceania,ssp585,2038,1.195,18.418
Longyearbyen,Arctic,ssp585,2038,1.727,-8.678
Manaus,South America,ssp585,2038,1.429,28.855
San Diego,North America,ssp585,2039,1.361,19.289
New York,North America,ssp585,2039,3.319,15.356
London,Europe,ssp585,2039,1.233,13.719
Lagos,Africa,ssp585,2039,1.737,29.206
Delhi,South Asia,ssp585,2039,1.788,30.191
Tokyo,East Asia,ssp585,2039,1.893,19.453
Sydney,Oceania,ssp585,2039,2.157,19.381
Longyearbyen,Arctic,ssp585,2039,1.362,-9.043
Manaus,South America,ssp585,2039,2.693,30.119
San Diego,North America,ssp585,2040,1.985,19.913
New York,North America,ssp585,2040,3.003,15.04
London,Europe,ssp585,2040,1.438,13.925
Lagos,Africa,ssp585,2040,1.978,29.448
Delhi,South Asia,ssp585,2040,1.378,29.781
Tokyo,East Asia,ssp585,2040,1.929,19.489
Sydney,Oceania,ssp585,2040,2.0,19.223
Longyearbyen,Arctic,ssp585,2040,3.426,-6.979
Manaus,South America,ssp585,2040,2.075,29.501
San Diego,North America,ssp585,2041,0.534,18.462
New York,North America,ssp585,2041,2.959,14.996
London,Europe,ssp585,2041,0.895,13.381
Lagos,Africa,ssp585,2041,1.495,28.964
Delhi,South Asia,ssp585,2041,1.31,29.712
Tokyo,East Asia,ssp585,2041,2.51,20.07
Sydney,Oceania,ssp585,2041,1.719,18.943
Longyearbyen,Arctic,ssp585,2041,5.098,-5.307
Manaus,South America,ssp585,2041,1.601,29.027
San Diego,North America,ssp585,2042,0.884,18.813
New York,North America,ssp585,2042,3.679,15.716
London,Europe,ssp585,2042,1.898,14.385
Lagos,Africa,ssp585,2042,1.375,28.844
Delhi,South Asia,ssp585,2042,1.849,30.252
Tokyo,East Asia,ssp585,2042,2.77,20.33
Sydney,Oceania,ssp585,2042,1.551,18.775
Longyearbyen,Arctic,ssp585,2042,2.857,-7.548
Manaus,South America,ssp585,2042,1.538,28.964
San Diego,North America,ssp585,2043,0.068,17.997
New York,North America,ssp585,2043,2.577,14.615
London,Europe,ssp585,2043,1.654,14.141
Lagos,Africa,ssp585,2043,1.628,29.098
Delhi,South Asia,ssp585,2043,1.863,30.265
Tokyo,East Asia,ssp585,2043,2.975,20.535
Sydney,Oceania,ssp585,2043,2.013,19.237
Longyearbyen,Arctic,ssp585,2043,2.82,-7.585
Manaus,South America,ssp585,2043,2.052,29.478
San Diego,North America,ssp585,2044,1.112,19.04
New York,North America,ssp585,2044,2.894,14.931
London,Europe,ssp585,2044,1.897,14.384
Lagos,Africa,ssp585,2044,2.042,29.511
Delhi,South Asia,ssp585,2044,1.034,29.437
Tokyo,East Asia,ssp585,2044,3.119,20.679
Sydney,Oceania,ssp585,2044,2.449,19.673
Longyearbyen,Arctic,ssp585,2044,0.689,-9.716
Manaus,South America,ssp585,2044,2.71,30.136
San Diego,North America,ssp585,2045,1.395,19.324
New York,North America,ssp585,2045,3.5,15.537
London,Europe,ssp585,2045,1.245,13.732
Lagos,Africa,ssp585,2045,1.33,28.799
Delhi,South Asia,ssp585,2045,0.954,29.357
Tokyo,East Asia,ssp585,2045,2.69,20.25
Sydney,Oceania,ssp585,2045,1.748,18.972
Longyearbyen,Arctic,ssp585,2045,0.744,-9.661
Manaus,South America,ssp585,2045,1.317,28.743
San Diego,North America,ssp585,2046,1.219,19.147
New York,North America,ssp585,2046,4.228,16.265
London,Europe,ssp585,2046,0.885,13.371
Lagos,Africa,ssp585,2046,1.61,29.079
Delhi,South Asia,ssp585,2046,1.868,30.271
Tokyo,East Asia,ssp585,2046,2.094,19.654
Sydney,Oceania,ssp585,2046,1.621,18.845
Longyearbyen,Arctic,ssp585,2046,4.214,-6.191
Manaus,South America,ssp585,2046,1.562,28.988
San Diego,North America,ssp585,2047,1.941,19.869
New York,North America,ssp585,2047,4.184,16.222
London,Europe,ssp585,2047,1.507,13.994
Lagos,Africa,ssp585,2047,2.246,29.715
Delhi,South Asia,ssp585,2047,0.891,29.294
Tokyo,East Asia,ssp585,2047,2.387,19.948
Sydney,Oceania,ssp585,2047,3.119,20.343
Longyearbyen,Arctic,ssp585,2047,-0.062,-10.467
Manaus,South America,ssp585,2047,2.801,30.227
San Diego,North America,ssp585,2048,1.704,19.632
New York,North America,ssp585,2048,4.146,16.183
London,Europe,ssp585,2048,1.421,13.907
Lagos,Africa,ssp585,2048,2.024,29.493
Delhi,South Asia,ssp585,2048,2.435,30.838
Tokyo,East Asia,ssp585,2048,1.996,19.557
Sydney,Oceania,ssp585,2048,2.257,19.481
Longyearbyen,Arctic,ssp585,2048,5.589,-4.816
Manaus,South America,ssp585,2048,2.3,29.726
San Diego,North America,ssp585,2049,2.469,20.397
New York,North America,ssp585,2049,3.735,15.773
London,Europe,ssp585,2049,0.768,13.255
Lagos,Africa,ssp585,2049,1.826,29.296
Delhi,South Asia,ssp585,2049,3.1,31.503
Tokyo,East Asia,ssp585,2049,2.279,19.839
Sydney,Oceania,ssp585,2049,1.851,19.075
Longyearbyen,Arctic,ssp585,2049,3.618,-6.787
Manaus,South America,ssp585,2049,1.838,29.264
San Diego,North America,ssp585,2050,2.623,20.552
New York,North America,ssp585,2050,3.726,15.763
London,Europe,ssp585,2050,1.061,13.548
Lagos,Africa,ssp585,2050,2.122,29.591
Delhi,South Asia,ssp585,2050,2.348,30.751
Tokyo,East Asia,ssp585,2050,2.631,20.191
Sydney,Oceania,ssp585,2050,2.108,19.332
Longyearbyen,Arctic,ssp585,2050,6.186,-4.219
Manaus,South America,ssp585,2050,2.423,29.849
San Diego,North America,ssp585,2051,1.486,19.414
New York,North America,ssp585,2051,3.607,15.645
London,Europe,ssp585,2051,1.198,13.685
Lagos,Africa,ssp585,2051,2.036,29.505
Delhi,South Asia,ssp585,2051,2.186,30.589
Tokyo,East Asia,ssp585,2051,2.648,20.208
Sydney,Oceania,ssp585,2051,1.843,19.067
Longyearbyen,Arctic,ssp585,2051,4.605,-5.8
Manaus,South America,ssp585,2051,1.954,29.38
San Diego,North America,ssp585,2052,1.699,19.628
New York,North America,ssp585,2052,3.825,15.863
London,Europe,ssp585,2052,1.5,13.986
Lagos,Africa,ssp585,2052,2.657,30.126
Delhi,South Asia,ssp585,2052,3.154,31.556
Tokyo,East Asia,ssp585,2052,2.183,19.743
Sydney,Oceania,ssp585,2052,2.587,19.811
Longyearbyen,Arctic,ssp585,2052,5.092,-5.313
Manaus,South America,ssp585,2052,2.545,29.971
San Diego,North America,ssp585,2053,2.55,20.479
New York,North America,ssp585,2053,3.954,15.991
London,Europe,ssp585,2053,1.457,13.944
Lagos,Africa,ssp585,2053,2.708,30.177
Delhi,South Asia,ssp585,2053,2.83,31.233
Tokyo,East Asia,ssp585,2053,2.467,20.027
Sydney,Oceania,ssp585,2053,2.878,20.102
Longyearbyen,Arctic,ssp585,2053,4.4,-6.005
Manaus,South America,ssp585,2053,3.023,30.449
San Diego,North America,ssp585,2054,1.947,19.875
New York,North America,ssp585,2054,4.4,16.438
London,Europe,ssp585,2054,2.521,15.008
Lagos,Africa,ssp585,2054,2.599,30.069
Delhi,South Asia,ssp585,2054,2.608,31.011
Tokyo,East Asia,ssp585,2054,2.434,19.994
Sydney,Oceania,ssp585,2054,2.266,19.49
Longyearbyen,Arctic,ssp585,2054,6.785,-3.62
Manaus,South America,ssp585,2054,3.007,30.433
San Diego,North America,ssp585,2055,2.845,20.774
New York,North America,ssp585,2055,4.765,16.803
London,Europe,ssp585,2055,1.419,13.906
Lagos,Africa,ssp585,2055,2.265,29.734
Delhi,South Asia,ssp585,2055,3.576,31.978
Tokyo,East Asia,ssp585,2055,2.668,20.228
Sydney,Oceania,ssp585,2055,2.224,19.447
Longyearbyen,Arctic,ssp585,2055,4.679,-5.726
Manaus,South America,ssp585,2055,2.493,29.919
San Diego,North America,ssp585,2056,2.276,20.204
New York,North America,ssp585,2056,3.229,15.267
London,Europe,ssp585,2056,1.294,13.781
Lagos,Africa,ssp585,2056,2.839,30.308
Delhi,South Asia,ssp585,2056,2.472,30.874
Tokyo,East Asia,ssp585,2056,3.072,20.632
Sydney,Oceania,ssp585,2056,2.806,20.03
Longyearbyen,Arctic,ssp585,2056,5.144,-5.261
Manaus,South America,ssp585,2056,3.616,31.042
San Diego,North America,ssp585,2057,1.569,19.497
New York,North America,ssp585,2057,4.031,16.069
London,Europe,ssp585,2057,1.289,13.776
Lagos,Africa,ssp585,2057,2.624,30.093
Delhi,South Asia,ssp585,2057,3.652,32.055
Tokyo,East Asia,ssp585,2057,2.98,20.54
Sydney,Oceania,ssp585,2057,3.264,20.487
Longyearbyen,Arctic,ssp585,2057,4.382,-6.023
Manaus,South America,ssp585,2057,3.036,30.462
San Diego,North America,ssp585,2058,1.476,19.404
New York,North America,ssp585,2058,5.075,17.112
London,Europe,ssp585,2058,0.893,13.379
Lagos,Africa,ssp585,2058,2.807,30.276
Delhi,South Asia,ssp585,2058,1.375,29.777
Tokyo,East Asia,ssp585,2058,2.28,19.84
Sydney,Oceania,ssp585,2058,2.505,19.728
Longyearbyen,Arctic,ssp585,2058,3.988,-6.417
Manaus,South America,ssp585,2058,2.614,30.04
San Diego,North America,ssp585,2059,1.618,19.547
New York,North America,ssp585,2059,4.3,16.337
London,Europe,ssp585,2059,0.929,13.415
Lagos,Africa,ssp585,2059,2.533,30.002
Delhi,South Asia,ssp585,2059,3.561,31.963
Tokyo,East Asia,ssp585,2059,2.512,20.072
Sydney,Oceania,ssp585,2059,2.58,19.804
Longyearbyen,Arctic,ssp585,2059,4.507,-5.898
Manaus,South America,ssp585,2059,2.721,30.147
San Diego,North America,ssp585,2060,2.189,20.117
New York,North America,ssp585,2060,3.771,15.809
London,Europe,ssp585,2060,0.618,13.104
Lagos,Africa,ssp585,2060,2.795,30.264
Delhi,South Asia,ssp585,2060,2.924,31.326
Tokyo,East Asia,ssp585,2060,3.138,20.698
Sydney,Oceania,ssp585,2060,3.067,20.291
Longyearbyen,Arctic,ssp585,2060,4.223,-6.182
Manaus,South America,ssp585,2060,3.294,30.72
San Diego,North America,ssp585,2061,2.171,20.1
New York,North America,ssp585,2061,4.182,16.22
London,Europe,ssp585,2061,1.787,14.274
Lagos,Africa,ssp585,2061,3.089,30.558
Delhi,South Asia,ssp585,2061,3.666,32.068
Tokyo,East Asia,ssp585,2061,3.241,20.801
Sydney,Oceania,ssp585,2061,3.31,20.533
Longyearbyen,Arctic,ssp585,2061,2.763,-7.642
Manaus,South America,ssp585,2061,3.242,30.668
San Diego,North America,ssp585,2062,1.274,19.202
New York,North America,ssp585,2062,4.818,16.856
London,Europe,ssp585,2062,0.741,13.227
Lagos,Africa,ssp585,2062,3.426,30.895
Delhi,South Asia,ssp585,2062,4.163,32.566
Tokyo,East Asia,ssp585,2062,3.002,20.562
Sydney,Oceania,ssp585,2062,3.181,20.405
Longyearbyen,Arctic,ssp585,2062,3.981,-6.424
Manaus,South America,ssp585,2062,3.779,31.205
San Diego,North America,ssp585,2063,1.758,19.687
New York,North America,ssp585,2063,4.826,16.863
London,Europe,ssp585,2063,2.218,14.705
Lagos,Africa,ssp585,2063,3.466,30.935
Delhi,South Asia,ssp585,2063,3.467,31.87
Tokyo,East Asia,ssp585,2063,3.514,21.074
Sydney,Oceania,ssp585,2063,3.372,20.595
Longyearbyen,Arctic,ssp585,2063,4.792,-5.613
Manaus,South America,ssp585,2063,3.888,31.314
San Diego,North America,ssp585,2064,2.525,20.453
New York,North America,ssp585,2064,4.979,17.017
London,Europe,ssp585,2064,2.098,14.584
Lagos,Africa,ssp585,2064,2.788,30.258
Delhi,South Asia,ssp585,2064,3.938,32.341
Tokyo,East Asia,ssp585,2064,3.317,20.878
Sydney,Oceania,ssp585,2064,3.441,20.665
Longyearbyen,Arctic,ssp585,2064,5.678,-4.727
Manaus,South America,ssp585,2064,2.825,30.25
San Diego,North America,ssp585,2065,2.217,20.145
New York,North America,ssp585,2065,4.197,16.234
London,Europe,ssp585,2065,0.827,13.314
Lagos,Africa,ssp585,2065,3.199,30.668
Delhi,South Asia,ssp585,2065,3.9,32.302
Tokyo,East Asia,ssp585,2065,3.447,21.007
Sydney,Oceania,ssp585,2065,3.18,20.404
Longyearbyen,Arctic,ssp585,2065,3.42,-6.986
Manaus,South America,ssp585,2065,3.541,30.967
